age,monthly_salary,profession,education_level,location,home_status,family_wealth,marital_status,marriage_type,government_job,dowry_amount_lakhs
36,75172,CA,PhD,Tier-3,Own,Upper,Divorced,Arranged,0,19.5
34,176282,Freelancer,Diploma,Tier-3,Rented,Upper,Single,Arranged,0,20.5
35,199630,Doctor,Diploma,Rural,Rented,Upper-Middle,Married,Love,0,12.0
34,78054,Private Job,PhD,Tier-3,Own,Upper-Middle,Married,Love,0,10.5
31,21791,Doctor,PhD,Rural,Own,Lower,Married,Love,0,9.5
22,168299,Private Job,Diploma,Tier-2,Rented,Lower,Single,Arranged,0,22.0
33,167370,Business Owner,Diploma,Tier-1,Rented,Upper-Middle,Divorced,Arranged,0,19.0
32,180885,Doctor,Bachelors,Rural,Rented,Lower,Married,Love,0,12.5
22,87094,Private Job,PhD,Rural,Own,Middle,Married,Arranged,0,12.0
32,158278,Government Officer,PhD,Tier-3,Rented,Lower,Divorced,Arranged,1,26.5
30,172057,Software Engineer,Masters,Tier-1,Own,Upper,Married,Arranged,0,20.5
37,32166,Business Owner,PhD,Rural,Rented,Upper-Middle,Single,Arranged,0,17.5
39,66345,Doctor,Diploma,Tier-3,Own,Middle,Divorced,Love,0,14.5
30,126438,Private Job,Masters,Tier-2,Rented,Lower,Married,Love,0,10.0
32,192871,Business Owner,PhD,Rural,Own,Upper-Middle,Single,Arranged,0,28.5
25,23906,Government Officer,Diploma,Tier-3,Rented,Lower,Married,Love,1,10.0
35,121315,Freelancer,Bachelors,Tier-1,Own,Upper-Middle,Single,Arranged,0,24.0
38,67246,Freelancer,PhD,Rural,Own,Upper-Middle,Divorced,Arranged,0,15.0
30,116225,Doctor,Masters,Tier-3,Own,Upper,Divorced,Love,0,19.0
40,131274,Private Job,Masters,Tier-3,Rented,Upper-Middle,Divorced,Love,0,14.5
37,39029,CA,PhD,Tier-3,Rented,Middle,Married,Love,0,7.5
34,118572,Government Officer,PhD,Tier-1,Own,Upper-Middle,Married,Love,1,22.5
25,48974,Freelancer,Bachelors,Tier-2,Own,Upper-Middle,Married,Love,0,7.0
40,148352,Business Owner,PhD,Tier-3,Own,Upper-Middle,Married,Arranged,0,17.0
24,182529,Doctor,Masters,Tier-2,Own,Middle,Single,Love,0,28.5
38,41607,Government Officer,Bachelors,Tier-3,Own,Upper-Middle,Divorced,Love,1,20.0
25,30498,Business Owner,PhD,Tier-2,Rented,Upper-Middle,Married,Love,0,7.5
36,104165,Freelancer,PhD,Rural,Rented,Lower,Married,Love,0,7.0
26,20946,CA,Masters,Tier-2,Rented,Upper-Middle,Divorced,Love,0,12.0
33,155329,Private Job,PhD,Tier-1,Rented,Middle,Divorced,Arranged,0,20.5
25,64887,Doctor,PhD,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,20.5
33,26198,Business Owner,PhD,Rural,Own,Lower,Divorced,Love,0,13.0
40,44083,Freelancer,PhD,Tier-3,Own,Middle,Married,Love,0,8.0
35,61465,Private Job,PhD,Tier-3,Own,Upper,Divorced,Love,0,15.0
25,33116,Business Owner,PhD,Tier-3,Rented,Middle,Married,Love,0,6.5
26,92883,Private Job,Bachelors,Tier-3,Rented,Lower,Divorced,Arranged,0,13.5
40,125894,Doctor,Bachelors,Tier-3,Rented,Lower,Married,Love,0,10.5
31,53496,Doctor,Masters,Rural,Own,Upper-Middle,Single,Love,0,20.0
30,198388,Government Officer,Diploma,Tier-2,Own,Lower,Married,Love,1,22.5
27,66664,Freelancer,Masters,Tier-3,Rented,Upper,Single,Arranged,0,17.0
25,117471,CA,Masters,Tier-3,Rented,Upper,Married,Arranged,0,12.5
26,113152,Software Engineer,Masters,Tier-1,Own,Middle,Divorced,Arranged,0,22.5
33,107358,CA,Masters,Rural,Rented,Lower,Divorced,Love,0,14.0
22,123754,CA,Masters,Rural,Rented,Upper,Divorced,Arranged,0,17.0
32,131521,Government Officer,Diploma,Rural,Rented,Upper-Middle,Divorced,Love,1,19.5
33,98412,Private Job,Masters,Rural,Rented,Middle,Married,Arranged,0,8.5
27,55090,Doctor,Masters,Rural,Own,Upper,Married,Love,0,10.0
40,126772,Private Job,Bachelors,Tier-1,Rented,Lower,Married,Love,0,10.0
27,109219,Private Job,PhD,Rural,Own,Middle,Married,Love,0,11.0
38,150060,Software Engineer,Masters,Rural,Own,Upper,Divorced,Love,0,19.5
33,30448,Doctor,PhD,Tier-2,Own,Lower,Single,Love,0,22.0
32,38996,Business Owner,Masters,Tier-2,Rented,Middle,Divorced,Love,0,11.5
37,108062,Private Job,Masters,Tier-3,Own,Lower,Married,Arranged,0,13.0
27,187904,Software Engineer,Diploma,Rural,Own,Upper-Middle,Married,Arranged,0,16.0
36,177469,Government Officer,Bachelors,Rural,Own,Middle,Divorced,Arranged,1,27.5
40,195048,Government Officer,Masters,Tier-3,Rented,Lower,Married,Arranged,1,22.5
30,168022,Software Engineer,Bachelors,Rural,Own,Lower,Divorced,Love,0,19.0
36,48384,Private Job,Masters,Rural,Own,Middle,Married,Love,0,7.0
36,58286,Doctor,PhD,Tier-2,Own,Upper,Divorced,Love,0,18.0
24,157176,Private Job,Diploma,Tier-1,Rented,Middle,Married,Love,0,10.5
25,108604,CA,PhD,Tier-3,Rented,Lower,Divorced,Love,0,16.0
33,44889,CA,Masters,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,19.0
36,92208,Freelancer,Diploma,Tier-2,Own,Upper,Divorced,Love,0,13.5
24,121023,Business Owner,Masters,Tier-3,Rented,Middle,Married,Love,0,10.0
30,69026,Government Officer,PhD,Rural,Rented,Middle,Divorced,Love,1,19.0
27,156710,CA,Bachelors,Tier-1,Rented,Upper,Single,Love,0,23.5
26,65816,Private Job,PhD,Rural,Rented,Upper-Middle,Divorced,Love,0,11.0
34,104863,Business Owner,Diploma,Tier-1,Rented,Middle,Single,Arranged,0,21.0
26,54319,Government Officer,Masters,Tier-2,Rented,Lower,Divorced,Arranged,1,21.5
32,181693,Business Owner,PhD,Tier-1,Own,Middle,Married,Love,0,19.0
36,180201,Private Job,Bachelors,Tier-1,Rented,Lower,Married,Arranged,0,15.0
25,186205,Freelancer,Bachelors,Rural,Rented,Upper,Married,Arranged,0,11.0
26,87026,Business Owner,Bachelors,Tier-3,Rented,Middle,Married,Arranged,0,9.0
24,163871,Government Officer,Masters,Tier-3,Own,Lower,Single,Love,1,32.0
30,187399,Business Owner,PhD,Rural,Rented,Upper-Middle,Divorced,Love,0,18.0
30,78523,Government Officer,PhD,Tier-3,Own,Upper-Middle,Single,Arranged,1,30.5
33,148491,Doctor,Masters,Rural,Rented,Middle,Divorced,Arranged,0,18.5
24,159667,Freelancer,PhD,Tier-1,Rented,Middle,Single,Love,0,22.5
35,130833,Business Owner,Diploma,Tier-1,Rented,Lower,Married,Arranged,0,12.5
22,187389,Software Engineer,Diploma,Rural,Rented,Lower,Married,Arranged,0,13.0
40,39657,Freelancer,Bachelors,Tier-1,Rented,Upper-Middle,Single,Love,0,14.5
24,160705,Business Owner,Diploma,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,22.0
26,115729,Doctor,PhD,Rural,Rented,Middle,Single,Arranged,0,23.0
36,73530,Private Job,Diploma,Tier-2,Rented,Upper,Divorced,Arranged,0,12.5
22,69650,Private Job,Diploma,Tier-1,Rented,Upper-Middle,Divorced,Arranged,0,13.0
31,163201,Business Owner,Bachelors,Rural,Own,Middle,Married,Arranged,0,15.0
39,62635,Government Officer,Masters,Tier-2,Own,Upper-Middle,Divorced,Arranged,1,25.0
35,55388,Business Owner,PhD,Tier-3,Rented,Lower,Single,Love,0,17.5
34,142918,Software Engineer,Bachelors,Rural,Own,Upper-Middle,Divorced,Arranged,0,20.0
35,28889,Doctor,Bachelors,Tier-3,Rented,Upper-Middle,Married,Love,0,5.5
23,143838,Software Engineer,Bachelors,Tier-3,Own,Upper,Married,Love,0,14.0
26,53725,Private Job,Bachelors,Tier-1,Rented,Middle,Single,Arranged,0,18.5
34,109020,Private Job,Diploma,Rural,Own,Upper,Married,Love,0,8.0
35,146344,Software Engineer,Diploma,Tier-1,Own,Middle,Divorced,Arranged,0,22.0
38,151520,Freelancer,Masters,Rural,Own,Upper-Middle,Divorced,Arranged,0,18.5
25,79288,Freelancer,Bachelors,Rural,Own,Upper-Middle,Single,Arranged,0,18.5
32,195826,Government Officer,PhD,Rural,Rented,Lower,Divorced,Arranged,1,27.5
35,102537,CA,Diploma,Tier-3,Own,Upper,Single,Love,0,21.0
38,132137,Software Engineer,Bachelors,Tier-1,Own,Upper,Single,Love,0,25.5
32,174395,Private Job,PhD,Rural,Rented,Lower,Single,Arranged,0,23.5
28,91822,CA,PhD,Rural,Own,Upper-Middle,Married,Arranged,0,14.5
32,32175,Private Job,Bachelors,Tier-2,Own,Upper-Middle,Single,Love,0,17.5
39,178181,Freelancer,PhD,Tier-1,Rented,Upper-Middle,Married,Arranged,0,15.5
37,110303,Private Job,PhD,Rural,Rented,Middle,Single,Arranged,0,20.5
24,92289,Doctor,Bachelors,Tier-3,Rented,Upper,Single,Love,0,19.0
40,109391,CA,Masters,Tier-2,Rented,Upper-Middle,Single,Love,0,21.0
26,61365,CA,Diploma,Tier-2,Rented,Lower,Married,Love,0,7.0
33,44061,CA,Masters,Tier-2,Rented,Lower,Single,Arranged,0,20.0
34,160326,Government Officer,PhD,Rural,Rented,Upper,Divorced,Arranged,1,26.0
32,52891,CA,Masters,Tier-3,Own,Middle,Divorced,Arranged,0,17.5
38,36379,Freelancer,Diploma,Rural,Own,Lower,Married,Love,0,3.5
33,123661,Software Engineer,PhD,Tier-3,Own,Upper,Single,Love,0,25.0
22,120106,Freelancer,Masters,Tier-1,Rented,Upper,Divorced,Arranged,0,17.0
27,143170,Doctor,PhD,Tier-3,Own,Upper,Married,Arranged,0,18.5
29,172215,Business Owner,Bachelors,Tier-3,Own,Lower,Single,Love,0,24.5
32,113702,Software Engineer,Masters,Tier-1,Rented,Middle,Single,Love,0,22.5
33,139244,Software Engineer,Masters,Tier-3,Rented,Middle,Divorced,Arranged,0,18.5
27,164220,Freelancer,Diploma,Tier-3,Rented,Lower,Divorced,Love,0,13.0
26,128739,Freelancer,PhD,Tier-2,Own,Upper,Divorced,Arranged,0,20.0
28,188263,Private Job,PhD,Tier-1,Own,Upper,Divorced,Love,0,23.0
30,62579,Business Owner,Masters,Tier-2,Own,Upper,Divorced,Love,0,16.0
22,172888,Private Job,Masters,Tier-2,Own,Upper-Middle,Single,Love,0,25.5
38,165837,Software Engineer,PhD,Tier-3,Own,Middle,Divorced,Love,0,22.0
34,184228,Business Owner,Masters,Tier-2,Rented,Upper,Married,Love,0,14.0
30,138600,Software Engineer,Masters,Rural,Own,Upper-Middle,Divorced,Arranged,0,20.5
33,129101,Freelancer,Masters,Tier-2,Own,Middle,Married,Love,0,12.0
32,161054,Business Owner,Masters,Tier-3,Own,Upper,Divorced,Love,0,20.0
32,113345,Private Job,Masters,Tier-3,Rented,Upper,Married,Arranged,0,10.5
32,78441,Government Officer,Masters,Tier-1,Rented,Upper,Single,Love,1,26.5
22,198303,Software Engineer,Bachelors,Tier-2,Own,Upper-Middle,Single,Love,0,27.5
31,130413,Private Job,Bachelors,Tier-3,Rented,Lower,Divorced,Love,0,13.5
26,193236,Freelancer,Bachelors,Rural,Own,Upper-Middle,Married,Arranged,0,14.5
34,152910,Software Engineer,Diploma,Tier-2,Own,Lower,Divorced,Love,0,19.5
38,144849,Business Owner,Bachelors,Rural,Rented,Upper,Single,Love,0,19.0
38,118366,CA,Bachelors,Tier-1,Own,Upper,Single,Arranged,0,26.5
28,175011,Business Owner,PhD,Rural,Own,Lower,Single,Arranged,0,27.5
25,35649,Freelancer,Diploma,Tier-1,Own,Upper-Middle,Married,Love,0,6.5
28,83550,CA,Bachelors,Rural,Rented,Upper-Middle,Married,Love,0,7.0
35,67723,Government Officer,PhD,Tier-3,Own,Upper-Middle,Divorced,Arranged,1,25.0
35,44778,CA,Masters,Tier-1,Own,Middle,Single,Arranged,0,24.0
29,185692,Government Officer,PhD,Tier-1,Rented,Upper,Divorced,Love,1,28.0
40,118372,Doctor,Bachelors,Tier-1,Rented,Upper,Divorced,Love,0,17.0
31,107444,Doctor,Bachelors,Tier-3,Rented,Lower,Single,Love,0,19.5
25,177483,Software Engineer,Masters,Rural,Own,Lower,Married,Love,0,15.5
38,163793,Business Owner,PhD,Tier-2,Own,Lower,Divorced,Love,0,22.0
28,40028,Freelancer,PhD,Tier-3,Own,Middle,Married,Love,0,8.0
34,134042,CA,Masters,Tier-2,Rented,Upper-Middle,Married,Love,0,12.5
34,21659,Software Engineer,PhD,Tier-1,Rented,Middle,Single,Love,0,19.0
22,27656,Government Officer,Bachelors,Tier-1,Own,Middle,Married,Love,1,16.0
25,60891,Private Job,PhD,Tier-3,Rented,Upper,Single,Love,0,17.0
27,160042,Software Engineer,Diploma,Tier-3,Rented,Upper,Single,Arranged,0,23.0
28,72969,Business Owner,Masters,Rural,Rented,Middle,Single,Arranged,0,18.5
28,21745,Doctor,Masters,Rural,Rented,Upper-Middle,Single,Arranged,0,17.5
31,111881,Government Officer,PhD,Tier-1,Own,Upper-Middle,Divorced,Love,1,27.5
33,175621,Business Owner,Diploma,Tier-2,Own,Lower,Divorced,Arranged,0,21.5
34,25122,Freelancer,PhD,Rural,Own,Middle,Divorced,Arranged,0,13.0
35,23165,Freelancer,Diploma,Rural,Rented,Upper,Single,Arranged,0,12.0
31,35120,Doctor,PhD,Tier-3,Rented,Lower,Married,Love,0,8.0
25,144724,Doctor,Bachelors,Rural,Rented,Upper-Middle,Single,Arranged,0,22.5
25,150207,Business Owner,Masters,Rural,Rented,Upper-Middle,Single,Arranged,0,22.5
23,187000,Freelancer,Diploma,Tier-2,Rented,Lower,Divorced,Love,0,15.0
22,124527,Business Owner,PhD,Tier-1,Rented,Upper-Middle,Divorced,Arranged,0,20.0
27,111113,CA,Diploma,Rural,Own,Upper,Single,Arranged,0,22.5
36,32427,Doctor,Diploma,Rural,Own,Lower,Divorced,Arranged,0,14.0
27,88236,Freelancer,Masters,Tier-3,Own,Upper-Middle,Married,Love,0,9.0
37,199075,Private Job,PhD,Tier-3,Rented,Upper,Divorced,Arranged,0,20.5
24,103364,Doctor,Diploma,Rural,Own,Upper,Single,Love,0,20.5
24,191218,Government Officer,Masters,Rural,Rented,Upper,Married,Love,1,19.5
32,123624,Government Officer,Diploma,Tier-1,Own,Middle,Married,Love,1,20.0
23,85930,Freelancer,PhD,Rural,Own,Upper-Middle,Married,Arranged,0,11.0
34,155805,Doctor,PhD,Tier-2,Rented,Lower,Divorced,Love,0,20.0
36,49668,Business Owner,Bachelors,Tier-1,Own,Middle,Single,Love,0,20.0
39,99747,Freelancer,Diploma,Tier-2,Own,Lower,Single,Arranged,0,20.5
24,172708,Doctor,PhD,Rural,Rented,Upper-Middle,Single,Arranged,0,26.0
25,173256,Software Engineer,Diploma,Rural,Rented,Lower,Married,Love,0,10.5
29,130291,Doctor,PhD,Rural,Rented,Upper-Middle,Married,Arranged,0,14.0
23,44123,CA,Bachelors,Tier-2,Rented,Lower,Divorced,Love,0,12.0
31,174516,CA,PhD,Rural,Own,Middle,Divorced,Arranged,0,23.5
23,143885,Software Engineer,Diploma,Rural,Rented,Lower,Married,Love,0,9.0
36,79719,Doctor,Masters,Tier-2,Rented,Upper,Single,Love,0,20.0
31,140616,Private Job,PhD,Tier-3,Rented,Middle,Divorced,Arranged,0,18.0
40,94557,Software Engineer,PhD,Tier-2,Own,Middle,Single,Love,0,24.5
32,177952,Private Job,PhD,Rural,Rented,Upper,Single,Arranged,0,23.5
35,103701,Doctor,Diploma,Rural,Own,Upper,Single,Arranged,0,22.5
35,169004,Business Owner,Bachelors,Tier-1,Rented,Upper-Middle,Single,Love,0,23.0
29,35386,Private Job,Bachelors,Tier-2,Own,Middle,Single,Love,0,17.5
30,151581,Software Engineer,Bachelors,Tier-3,Rented,Upper-Middle,Divorced,Love,0,16.5
28,151999,CA,PhD,Tier-3,Rented,Middle,Married,Love,0,13.5
31,58689,Freelancer,PhD,Tier-1,Rented,Middle,Single,Arranged,0,19.5
35,178539,Private Job,PhD,Tier-1,Own,Lower,Divorced,Arranged,0,24.5
29,186012,Freelancer,Diploma,Tier-2,Rented,Lower,Married,Arranged,0,12.0
40,74876,Doctor,PhD,Tier-1,Own,Upper-Middle,Single,Love,0,25.0
28,122177,Business Owner,Bachelors,Rural,Own,Middle,Single,Arranged,0,23.0
28,102060,Business Owner,Masters,Tier-2,Rented,Middle,Married,Love,0,10.0
39,174808,Software Engineer,Bachelors,Rural,Rented,Lower,Married,Arranged,0,13.5
40,154758,Freelancer,Bachelors,Tier-1,Rented,Upper,Single,Love,0,20.5
26,92942,Private Job,Bachelors,Tier-2,Rented,Upper,Divorced,Arranged,0,14.5
40,187961,Doctor,Masters,Tier-1,Own,Lower,Married,Love,0,19.5
22,70880,Business Owner,Masters,Tier-3,Rented,Lower,Married,Arranged,0,9.5
35,134557,Government Officer,PhD,Tier-2,Rented,Middle,Single,Arranged,1,31.5
39,175776,Private Job,PhD,Rural,Rented,Upper-Middle,Single,Love,0,21.5
30,78013,Business Owner,Masters,Tier-1,Rented,Upper,Single,Arranged,0,21.5
36,78445,Software Engineer,Bachelors,Tier-1,Rented,Upper,Single,Love,0,19.5
22,70006,Freelancer,Bachelors,Tier-3,Rented,Lower,Married,Arranged,0,6.5
32,63534,Business Owner,Diploma,Tier-3,Own,Lower,Single,Love,0,18.0
39,128881,Business Owner,Diploma,Tier-1,Own,Lower,Married,Arranged,0,15.0
28,20632,Freelancer,Diploma,Tier-3,Rented,Middle,Single,Arranged,0,13.0
33,196981,Doctor,PhD,Tier-1,Rented,Middle,Single,Love,0,28.0
36,167937,Software Engineer,Diploma,Tier-1,Rented,Upper,Divorced,Arranged,0,20.0
29,157147,Private Job,PhD,Tier-3,Own,Middle,Single,Love,0,24.5
22,44837,Doctor,Diploma,Tier-1,Rented,Upper-Middle,Married,Arranged,0,9.5
28,51624,Freelancer,Bachelors,Tier-1,Rented,Lower,Divorced,Love,0,10.5
31,136333,Software Engineer,Masters,Rural,Own,Middle,Divorced,Arranged,0,20.5
27,196133,Government Officer,PhD,Rural,Own,Lower,Single,Arranged,1,35.5
26,158847,Doctor,PhD,Tier-3,Rented,Middle,Married,Arranged,0,16.0
39,80039,Doctor,PhD,Tier-1,Rented,Lower,Married,Love,0,12.5
25,77357,Freelancer,Diploma,Tier-3,Own,Lower,Married,Love,0,6.5
34,53028,CA,Bachelors,Tier-1,Rented,Upper,Single,Arranged,0,20.5
38,192323,CA,PhD,Tier-1,Rented,Lower,Divorced,Love,0,22.5
36,109797,Software Engineer,Bachelors,Rural,Own,Middle,Divorced,Arranged,0,18.0
34,142305,Freelancer,Masters,Rural,Rented,Lower,Divorced,Love,0,13.0
32,141473,Private Job,PhD,Tier-3,Rented,Upper,Single,Arranged,0,23.0
30,116658,Private Job,Diploma,Tier-2,Own,Middle,Married,Arranged,0,12.5
32,91616,Government Officer,PhD,Tier-3,Rented,Upper,Divorced,Love,1,21.5
37,45599,Government Officer,PhD,Tier-1,Rented,Upper,Married,Arranged,1,18.0
28,89430,Software Engineer,Diploma,Tier-1,Own,Lower,Married,Love,0,12.0
24,118018,Software Engineer,PhD,Rural,Own,Lower,Single,Arranged,0,25.5
31,136587,CA,Diploma,Tier-3,Rented,Upper-Middle,Divorced,Arranged,0,16.5
30,199286,Software Engineer,Bachelors,Tier-1,Own,Upper,Single,Arranged,0,30.5
38,69194,Freelancer,Bachelors,Tier-1,Rented,Lower,Single,Arranged,0,18.0
30,147494,CA,Diploma,Tier-3,Own,Middle,Divorced,Arranged,0,20.0
31,91832,Freelancer,Bachelors,Rural,Own,Middle,Single,Arranged,0,19.5
26,71629,Government Officer,PhD,Tier-2,Own,Middle,Divorced,Love,1,24.5
28,128283,Government Officer,Diploma,Rural,Own,Upper,Divorced,Arranged,1,24.0
32,106271,Software Engineer,Diploma,Tier-3,Own,Upper-Middle,Single,Love,0,21.0
22,136590,Business Owner,Diploma,Tier-2,Rented,Lower,Single,Arranged,0,21.5
39,157522,CA,Diploma,Tier-1,Rented,Upper,Divorced,Arranged,0,19.5
37,165380,Software Engineer,Diploma,Rural,Own,Lower,Single,Arranged,0,25.0
38,174166,Software Engineer,Masters,Rural,Rented,Upper,Single,Love,0,22.5
26,59105,CA,Diploma,Tier-3,Own,Lower,Single,Arranged,0,20.5
23,158980,Private Job,PhD,Tier-2,Rented,Lower,Divorced,Arranged,0,19.5
29,99063,CA,Diploma,Rural,Rented,Upper,Divorced,Love,0,11.5
30,29836,CA,Diploma,Tier-3,Own,Lower,Divorced,Arranged,0,14.0
31,42949,Private Job,Masters,Tier-2,Rented,Middle,Single,Arranged,0,18.0
37,60166,CA,PhD,Tier-2,Rented,Upper,Single,Love,0,20.0
26,64795,Doctor,Diploma,Tier-3,Own,Lower,Married,Arranged,0,11.5
31,168521,Government Officer,Bachelors,Tier-2,Own,Middle,Married,Love,1,22.0
33,58748,Private Job,PhD,Tier-2,Rented,Lower,Divorced,Arranged,0,14.5
23,38907,CA,Diploma,Tier-3,Own,Upper-Middle,Divorced,Arranged,0,14.5
39,50570,Government Officer,Masters,Tier-3,Own,Upper,Married,Love,1,16.5
38,72613,Software Engineer,Bachelors,Tier-1,Own,Middle,Single,Love,0,22.5
36,177957,Government Officer,Diploma,Tier-3,Rented,Upper-Middle,Divorced,Arranged,1,24.5
35,29681,CA,Masters,Tier-1,Own,Middle,Single,Love,0,21.0
22,25262,Private Job,Masters,Rural,Own,Upper,Single,Arranged,0,18.0
35,88876,Private Job,Bachelors,Tier-2,Rented,Lower,Married,Love,0,7.0
40,99631,Private Job,Bachelors,Tier-2,Own,Upper,Divorced,Love,0,15.5
29,196505,Freelancer,Masters,Tier-2,Own,Upper-Middle,Married,Love,0,15.5
26,95212,Freelancer,Masters,Tier-2,Own,Middle,Single,Love,0,20.5
37,168769,Freelancer,Diploma,Tier-3,Rented,Middle,Divorced,Arranged,0,15.0
33,156019,CA,PhD,Tier-1,Own,Upper-Middle,Single,Love,0,28.5
35,23886,Doctor,Masters,Tier-2,Own,Lower,Married,Love,0,10.5
39,89036,Government Officer,PhD,Tier-3,Rented,Lower,Single,Love,1,26.0
31,103865,Freelancer,Diploma,Tier-2,Own,Lower,Divorced,Love,0,14.0
23,25713,Business Owner,PhD,Tier-1,Own,Lower,Divorced,Love,0,16.0
30,171087,Software Engineer,PhD,Tier-1,Own,Upper,Single,Love,0,29.5
33,120464,Doctor,PhD,Tier-3,Rented,Upper-Middle,Single,Love,0,22.5
37,118245,Software Engineer,PhD,Tier-1,Own,Lower,Divorced,Arranged,0,23.5
24,76986,Software Engineer,Bachelors,Tier-3,Rented,Upper-Middle,Married,Arranged,0,9.5
40,22121,Software Engineer,Diploma,Tier-1,Rented,Upper,Married,Love,0,6.0
37,184146,CA,Masters,Tier-3,Own,Lower,Divorced,Love,0,22.0
37,20634,Private Job,Diploma,Tier-3,Own,Upper-Middle,Single,Arranged,0,17.0
38,146363,Business Owner,Bachelors,Tier-3,Rented,Upper,Single,Love,0,20.0
22,178251,Doctor,Bachelors,Tier-2,Rented,Upper-Middle,Single,Love,0,24.0
24,123639,CA,Diploma,Tier-2,Rented,Lower,Married,Love,0,10.0
24,160982,Government Officer,Diploma,Tier-3,Rented,Middle,Divorced,Arranged,1,24.0
34,132201,CA,Bachelors,Tier-1,Own,Upper-Middle,Married,Arranged,0,17.5
25,123008,CA,Diploma,Tier-2,Own,Upper-Middle,Married,Arranged,0,15.0
40,166727,Software Engineer,Masters,Rural,Own,Upper-Middle,Divorced,Love,0,20.0
34,46693,CA,Diploma,Tier-2,Rented,Upper,Married,Arranged,0,8.0
40,189146,Freelancer,PhD,Rural,Rented,Upper,Divorced,Love,0,16.0
39,148417,Government Officer,PhD,Tier-2,Own,Lower,Divorced,Love,1,28.0
28,48999,Doctor,PhD,Rural,Rented,Middle,Single,Love,0,17.5
22,93500,CA,PhD,Tier-3,Rented,Upper,Single,Arranged,0,22.5
27,49453,CA,Masters,Tier-3,Own,Middle,Divorced,Love,0,15.0
31,121902,Private Job,Bachelors,Tier-1,Own,Middle,Single,Arranged,0,25.0
24,98283,Doctor,Diploma,Rural,Rented,Lower,Single,Arranged,0,19.0
36,155468,Private Job,Bachelors,Tier-2,Own,Upper-Middle,Married,Arranged,0,15.5
39,60778,Freelancer,Masters,Rural,Own,Middle,Single,Arranged,0,19.0
37,154611,Business Owner,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,22.5
22,123647,Government Officer,Masters,Tier-3,Rented,Upper,Single,Love,1,27.0
27,114575,Government Officer,PhD,Tier-1,Own,Upper,Married,Arranged,1,24.5
40,168533,Government Officer,Masters,Tier-3,Rented,Upper,Married,Love,1,19.0
26,160160,Software Engineer,Masters,Rural,Rented,Upper,Divorced,Arranged,0,19.0
27,128804,Doctor,Masters,Tier-2,Own,Middle,Divorced,Arranged,0,22.5
31,173569,Private Job,Diploma,Tier-3,Own,Lower,Married,Love,0,12.5
31,181319,CA,Masters,Tier-1,Rented,Middle,Single,Arranged,0,28.0
